Player	season	compound_mean_mean	compound_mean_std	user_count	Race	From	To	Pos_x	Ht	Wt	Birth Date	Colleges	Rk	Pos_y	Age	G	MP	PER	TS%	3PAr	FTr	ORB%	DRB%	TRBP	ASTP	STLP	BLKP	TOVP	USG%	OWS	DWS	WS	WS/48	OBPM	DBPM	BPM	VORP	Tm	FG	FGA	FG%	3P	3PA	ThreePP	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PPG	year	Wins	total_population	metro_percent_white	metro_percent_black	clinton_vote_lead	salary	standard_salary	experience	youth	oldness	rookie	white_black_diff	height_dummies
marc gasol	2014	0.2501229305555554	0.3724457639280137	240	W	2009.0	2018.0	C	85.0	255.0	January 29, 1985		166.0	C	30.0	81.0	2687.0	21.7	0.5579999999999999	0.016	0.41	4.9	21.8	13.4	19.7	1.4	4.0	12.2	24.6	5.5	4.7	10.2	0.182	1.3	3.5	4.8	4.6	MEM	6.5	13.2	0.494	0.0	0.2	0.17600000000000002	6.5	13.0	0.5	0.496	4.3	5.4	0.795	1.4	6.4	7.8	3.8	0.9	1.6	2.2	2.6	17.4	2015.0	55.0	1341339.0	47.2	46.6	0.2763	15829688.0	63.076572860049026	6.0	0.0	3.266602962255135	False	0.6000000000000014	tall
marc gasol	2015	0.20564234496124034	0.42686709570135334	86	W	2009.0	2018.0	C	85.0	255.0	January 29, 1985		149.0	C	31.0	52.0	1791.0	17.7	0.528	0.004	0.34700000000000003	3.5	20.2	11.5	18.9	1.4	3.6	12.7	23.4	1.8	1.9	3.7	0.098	-0.7	1.7	1.0	1.3	MEM	6.3	13.6	0.464	0.0	0.1	0.667	6.3	13.5	0.463	0.465	3.9	4.7	0.8290000000000001	1.1	5.8	7.0	3.8	1.0	1.3	2.3	2.7	16.6	2016.0	42.0	1341339.0	47.2	46.6	0.2763	19689000.0	66.61252783790857	7.0	0.0	4.266602962255135	False	0.6000000000000014	tall
marc gasol	2016	0.19266485733182143	0.4358243701642827	252	W	2009.0	2018.0	C	85.0	255.0	January 29, 1985		145.0	C	32.0	74.0	2531.0	20.3	0.5539999999999999	0.231	0.28600000000000003	2.6	18.8	10.5	24.8	1.4	3.7	11.3	26.4	4.2	3.5	7.7	0.145	2.1	2.2	4.2	4.0	MEM	7.2	15.7	0.459	1.4	3.6	0.388	5.8	12.1	0.48	0.503	3.8	4.5	0.8370000000000001	0.8	5.5	6.3	4.6	0.9	1.3	2.2	2.3	19.5	2017.0	43.0	1341339.0	47.2	46.6	0.2763	21165675.0	67.8278468364786	8.0	0.0	5.266602962255135	False	0.6000000000000014	tall
marc gasol	2017	0.1828584119496854	0.4275847723674826	212	W	2009.0	2018.0	C	85.0	255.0	January 29, 1985		170.0	C	33.0	73.0	2408.0	17.4	0.532	0.31	0.326	3.7	25.3	14.2	21.7	1.1	3.9	14.1	25.6	1.5	2.6	4.0	0.08	-0.1	1.6	1.5	2.1	MEM	5.9	14.2	0.42	1.5	4.4	0.341	4.5	9.8	0.456	0.473	3.8	4.6	0.8340000000000001	1.1	7.0	8.1	4.2	0.7	1.4	2.7	2.5	17.2	2018.0	22.0	1341339.0	47.2	46.6	0.2763	22642350.0	68.98114118807736	9.0	0.0	6.266602962255135	False	0.6000000000000014	tall
marcelo huertas	2015	0.041261783088235304	0.4209755374565375	128	W	2016.0	2017.0	G	75.0	200.0	May 25, 1983		209.0	PG	32.0	53.0	869.0	10.4	0.488	0.265	0.126	2.2	9.2	5.6	33.9	1.5	0.6	24.8	16.3	-0.2	0.1	-0.1	-0.006	-3.1	-2.9	-6.0	-0.9	LAL	1.8	4.3	0.422	0.3	1.2	0.262	1.5	3.2	0.479	0.457	0.5	0.5	0.931	0.3	1.4	1.7	3.4	0.5	0.1	1.5	1.4	4.5	2016.0	17.0	13189366.0	55.0	6.7	0.4802	525093.0	26.91900835032112	0.0	0.0	5.266602962255135	True	48.3	medium
marcelo huertas	2016	0.09775111111111111	0.39710086322495475	54	W	2016.0	2017.0	G	75.0	200.0	May 25, 1983		206.0	PG	33.0	23.0	237.0	9.1	0.417	0.279	0.25	0.9	10.5	5.5	30.8	2.1	0.7	20.1	17.0	-0.2	0.1	-0.1	-0.025	-4.6	-2.4	-7.0	-0.3	LAL	1.1	3.0	0.368	0.2	0.8	0.211	0.9	2.1	0.429	0.397	0.4	0.7	0.529	0.1	1.0	1.0	2.3	0.4	0.1	0.8	0.7	2.7	2017.0	26.0	13189366.0	55.0	6.7	0.4802	1500000.0	34.996355115805834	1.0	0.0	6.266602962255135	True	48.3	medium
marcin gortat	2013	0.08560268027921253	0.40128857682074837	242	W	2008.0	2018.0	C-F	83.0	240.0	February 17, 1984		172.0	C	29.0	81.0	2655.0	17.6	0.568	0.001	0.273	8.7	25.1	16.7	8.4	0.8	3.8	11.8	18.2	4.1	4.0	8.1	0.146	-1.1	2.1	1.0	2.0	WAS	5.6	10.4	0.542	0.0	0.0	1.0	5.6	10.4	0.541	0.542	1.9	2.8	0.6859999999999999	2.5	7.0	9.5	1.7	0.5	1.5	1.6	2.5	13.2	2014.0	44.0	6011752.0	55.1	25.4	0.3622	7727280.0	52.723794949267635	6.0	0.0	2.266602962255135	False	29.700000000000003	tall
marcin gortat	2014	0.09330344770536647	0.4184084427479211	203	W	2008.0	2018.0	C-F	83.0	240.0	February 17, 1984		180.0	C	30.0	82.0	2453.0	18.2	0.5870000000000001	0.004	0.226	8.5	24.1	16.5	6.5	1.0	3.6	10.5	17.6	4.4	4.2	8.6	0.168	-0.4	2.3	1.8	2.4	WAS	5.4	9.5	0.5660000000000001	0.0	0.0	0.0	5.4	9.4	0.569	0.5660000000000001	1.5	2.1	0.703	2.2	6.5	8.7	1.2	0.6	1.3	1.2	2.3	12.2	2015.0	46.0	6011752.0	55.1	25.4	0.3622	10434782.0	56.83565182288454	7.0	0.0	3.266602962255135	False	29.700000000000003	tall
marcin gortat	2015	0.09040128373995023	0.40488154293686024	119	W	2008.0	2018.0	C-F	83.0	240.0	February 17, 1984		161.0	C	31.0	75.0	2256.0	19.0	0.5920000000000001	0.001	0.271	10.8	26.3	18.4	7.5	1.0	3.4	12.4	18.9	4.2	3.1	7.3	0.156	-0.5	1.7	1.2	1.8	WAS	5.8	10.2	0.5670000000000001	0.0	0.0	0.0	5.8	10.2	0.5670000000000001	0.5670000000000001	1.9	2.8	0.705	3.0	6.9	9.9	1.4	0.6	1.3	1.6	2.6	13.5	2016.0	41.0	6011752.0	55.1	25.4	0.3622	11217391.0	57.87259606999898	8.0	0.0	4.266602962255135	False	29.700000000000003	tall
marcin gortat	2016	0.077741871993747	0.41902861398462105	348	W	2008.0	2018.0	C-F	83.0	240.0	February 17, 1984		159.0	C	32.0	82.0	2556.0	15.4	0.593	0.003	0.236	10.6	26.8	18.7	6.8	0.8	2.0	13.8	14.7	3.9	2.9	6.8	0.127	-0.9	1.2	0.3	1.5	WAS	4.8	8.2	0.579	0.0	0.0	0.0	4.8	8.2	0.58	0.579	1.3	1.9	0.648	2.9	7.5	10.4	1.5	0.5	0.7	1.5	2.6	10.8	2017.0	49.0	6011752.0	55.1	25.4	0.3622	12000000.0	58.85661912765424	9.0	0.0	5.266602962255135	False	29.700000000000003	tall
marcin gortat	2017	0.032322972257362956	0.4241610631402172	398	W	2008.0	2018.0	C-F	83.0	240.0	February 17, 1984		181.0	C	33.0	82.0	2075.0	14.7	0.546	0.0	0.29100000000000004	9.9	24.0	17.0	10.6	1.0	2.6	13.5	15.5	2.4	2.4	4.9	0.113	-1.6	1.9	0.3	1.2	WAS	3.5	6.8	0.518	0.0	0.0	0.3039339968569935	3.5	6.8	0.518	0.518	1.3	2.0	0.675	2.2	5.4	7.6	1.8	0.5	0.7	1.2	2.1	8.4	2018.0	43.0	6011752.0	55.1	25.4	0.3622	12782609.0	59.79362400582164	10.0	0.0	6.266602962255135	False	29.700000000000003	tall
marco belinelli	2013	0.1719022151675485	0.42143544871205	135	W	2008.0	2018.0	G-F	77.0	210.0	March 25, 1986		44.0	SF	27.0	80.0	2016.0	15.0	0.605	0.422	0.188	1.0	11.2	6.3	13.2	1.3	0.3	11.2	19.0	3.5	2.4	5.9	0.14	1.9	-0.3	1.7	1.9	SAS	4.2	8.7	0.485	1.6	3.7	0.43	2.6	5.0	0.525	0.5760000000000001	1.4	1.6	0.847	0.2	2.6	2.8	2.2	0.6	0.1	1.2	1.6	11.4	2014.0	62.0	2332345.0	80.1	6.7	0.1349	2750000.0	40.722381992924966	6.0	0.0	0.2666029622551349	False	73.39999999999999	medium
marco belinelli	2014	0.13182309803921574	0.45005144166284045	85	W	2008.0	2018.0	G-F	77.0	210.0	March 25, 1986		43.0	SG	28.0	62.0	1388.0	12.4	0.5529999999999999	0.489	0.211	2.2	10.5	6.4	10.3	1.1	0.2	10.6	18.8	1.5	1.4	2.9	0.1	0.6	-1.1	-0.5	0.5	SAS	3.2	7.6	0.423	1.4	3.7	0.374	1.8	3.9	0.471	0.515	1.4	1.6	0.848	0.4	2.1	2.5	1.5	0.5	0.0	1.0	1.4	9.2	2015.0	55.0	2332345.0	80.1	6.7	0.1349	2873750.0	41.17297476277939	7.0	0.0	1.266602962255135	False	73.39999999999999	medium
marco belinelli	2015	0.08571138099747476	0.4132962736252248	96	W	2008.0	2018.0	G-F	77.0	210.0	March 25, 1986		44.0	SG	29.0	68.0	1672.0	9.4	0.5	0.468	0.217	0.7	6.9	3.8	11.1	1.1	0.1	10.3	19.7	0.2	0.3	0.5	0.014	-1.3	-2.9	-4.2	-0.9	SAC	3.6	9.3	0.386	1.3	4.4	0.306	2.3	5.0	0.456	0.457	1.7	2.0	0.833	0.1	1.6	1.7	1.9	0.5	0.0	1.2	1.3	10.2	2016.0	33.0	2242542.0	66.2	7.1	0.2369	6060606.0	49.616829879361546	8.0	0.0	2.266602962255135	False	59.1	medium
marco belinelli	2016	0.11291846053532524	0.4056534990175566	75	W	2008.0	2018.0	G-F	77.0	210.0	March 25, 1986		39.0	SG	30.0	74.0	1778.0	13.3	0.5660000000000001	0.46	0.273	0.9	10.2	5.5	13.1	1.2	0.4	9.2	19.2	2.0	1.2	3.2	0.087	0.1	-2.0	-1.9	0.1	CHO	3.6	8.3	0.429	1.4	3.8	0.36	2.2	4.5	0.488	0.512	2.0	2.3	0.893	0.2	2.2	2.4	2.0	0.6	0.1	0.9	1.2	10.5	2017.0	36.0	2381152.0	68.4	22.2	0.2987	6333333.0	50.165839095912325	9.0	0.0	3.266602962255135	False	46.2	medium
marco belinelli	2017	0.15129227338651197	0.4431068594101525	197	W	2008.0	2018.0	G-F	77.0	210.0	March 25, 1986		40.0	SG	31.0	80.0	1947.0	14.1	0.581	0.517	0.213	1.1	7.3	4.2	11.9	1.6	0.5	10.1	20.7	2.4	1.3	3.7	0.092	0.8	-2.1	-1.3	0.3	ATL	4.2	9.6	0.441	1.9	4.9	0.377	2.4	4.6	0.509	0.539	1.9	2.0	0.908	0.3	1.6	1.9	1.9	0.8	0.2	1.2	1.1	12.1	2018.0	24.0	5612777.0	55.1	33.5	0.4212	7082277.0	51.587350961595114	10.0	0.0	4.266602962255135	False	21.6	medium
marcus morris	2015	0.0905872972972973	0.4885613968277378	37	B	2012.0	2018.0	F	81.0	235.0	September 2, 1989	University of Kansas	313.0	SF	26.0	80.0	2856.0	12.7	0.531	0.315	0.287	3.3	12.4	7.7	11.0	1.2	0.6	11.6	18.4	2.9	2.5	5.4	0.091	0.2	0.5	0.7	2.0	DET	5.1	11.8	0.434	1.4	3.7	0.362	3.8	8.1	0.467	0.491	2.5	3.4	0.7490000000000001	1.1	3.9	5.1	2.5	0.8	0.3	1.8	2.1	14.1	2016.0	44.0	4296731.0	69.9	22.4	0.3726	5000000.0	47.28708045015879	4.0	0.7333970377448651	0.0	False	47.50000000000001	tall
marcus morris	2016	0.08920964912280702	0.45064101053956124	19	B	2012.0	2018.0	F	81.0	235.0	September 2, 1989	University of Kansas	310.0	SF	27.0	79.0	2565.0	12.4	0.508	0.355	0.184	3.2	12.8	7.8	9.4	1.0	0.8	7.4	20.3	1.4	2.4	3.9	0.07200000000000001	-0.3	-0.2	-0.5	1.0	DET	5.3	12.7	0.418	1.5	4.5	0.331	3.8	8.2	0.466	0.477	1.8	2.3	0.784	1.0	3.7	4.6	2.0	0.7	0.3	1.1	2.1	14.0	2017.0	37.0	4296731.0	69.9	22.4	0.3726	4625000.0	46.374360553657844	5.0	0.0	0.2666029622551349	False	47.50000000000001	tall
marcus morris	2017	0.11394356725146199	0.427622284393224	114	B	2012.0	2018.0	F	81.0	235.0	September 2, 1989	University of Kansas	352.0	PF	28.0	54.0	1447.0	14.5	0.541	0.383	0.252	3.3	18.4	10.9	8.1	1.2	0.7	8.7	23.0	1.1	2.2	3.2	0.108	-1.0	-0.6	-1.7	0.1	BOS	4.9	11.3	0.429	1.6	4.3	0.368	3.3	7.0	0.467	0.499	2.3	2.9	0.805	0.8	4.6	5.4	1.3	0.6	0.2	1.2	1.9	13.6	2018.0	55.0	4728844.0	77.3	8.0	0.3815	5000000.0	47.28708045015879	6.0	0.0	1.266602962255135	False	69.3	tall
marcus thornton	2013	0.05738377425044093	0.38328387721435375	54	B	2010.0	2017.0	G	76.0	205.0	June 5, 1987	Louisiana State University	432.0	SG	26.0	72.0	1741.0	12.0	0.511	0.495	0.175	3.7	9.4	6.6	7.3	1.7	0.5	8.9	19.7	1.0	1.0	2.0	0.055	0.1	-1.7	-1.6	0.2	SAC	3.5	8.9	0.394	1.5	4.4	0.345	2.0	4.5	0.443	0.48	1.3	1.6	0.804	0.8	2.0	2.8	1.1	0.8	0.2	0.9	1.5	9.8	2014.0	28.0	2242542.0	66.2	7.1	0.2369	8165000.0	53.45508780692358	4.0	0.7333970377448651	0.0	False	59.1	medium
marcus thornton	2014	0.16138796992481205	0.43442244477870756	19	B	2010.0	2017.0	G	76.0	205.0	June 5, 1987	Louisiana State University	444.0	SG	27.0	48.0	721.0	15.0	0.514	0.414	0.162	3.4	9.7	6.5	8.2	1.9	0.8	6.8	24.1	0.6	0.7	1.2	0.083	0.1	-2.4	-2.4	-0.1	BOS	2.9	7.2	0.406	1.1	3.0	0.378	1.8	4.2	0.426	0.484	1.0	1.2	0.821	0.5	1.3	1.8	0.8	0.6	0.1	0.6	0.8	7.9	2015.0	40.0	4728844.0	77.3	8.0	0.3815	8697500.0	54.30609929475441	5.0	0.0	0.2666029622551349	False	69.3	medium
marcus thornton	2015	0.06706467661691543	0.44798329436823514	67	B	2010.0	2017.0	G	76.0	205.0	June 5, 1987	Louisiana State University	427.0	SG	28.0	61.0	1109.0	14.7	0.511	0.498	0.146	3.8	11.3	7.5	12.9	2.1	0.3	8.1	24.4	1.0	0.7	1.7	0.07400000000000001	0.7	-2.9	-2.1	0.0	HOU	3.5	8.9	0.399	1.5	4.4	0.337	2.0	4.5	0.46	0.482	1.1	1.3	0.848	0.6	1.8	2.5	1.4	0.8	0.1	0.8	1.5	9.7	2016.0	41.0	6482592.0	65.7	17.2	0.124	1436891.0	34.62230326490952	6.0	0.0	1.266602962255135	False	48.5	medium
marcus thornton	2016	-0.013849316239316246	0.4545220460020166	39	B	2010.0	2017.0	G	76.0	205.0	June 5, 1987	Louisiana State University	429.0	SG	29.0	33.0	575.0	10.4	0.494	0.381	0.129	4.3	10.5	7.5	10.1	1.6	0.4	10.1	18.7	0.1	0.4	0.5	0.042	-1.6	-1.5	-3.2	-0.2	WAS	2.5	6.4	0.4	0.8	2.4	0.35	1.7	3.9	0.431	0.467	0.7	0.8	0.852	0.7	1.6	2.3	1.2	0.6	0.1	0.8	1.5	6.6	2017.0	49.0	6011752.0	55.1	25.4	0.3622	1315448.0	33.866352250668534	7.0	0.0	2.266602962255135	False	29.700000000000003	medium
mario chalmers	2013	0.056806497046497026	0.4351094123876465	481	B	2009.0	2018.0	G	74.0	190.0	May 19, 1986	University of Kansas	88.0	PG	27.0	73.0	2178.0	14.0	0.5670000000000001	0.404	0.29100000000000004	2.5	9.6	6.2	24.3	2.9	0.6	20.4	17.4	2.4	2.5	4.8	0.106	1.0	0.2	1.2	1.7	MIA	3.5	7.7	0.454	1.2	3.1	0.385	2.3	4.6	0.5	0.531	1.7	2.2	0.742	0.6	2.4	2.9	4.9	1.6	0.2	2.2	2.9	9.8	2014.0	54.0	5926955.0	71.1	21.4	0.2956	4000000.0	44.721359549995796	5.0	0.0	0.2666029622551349	False	49.699999999999996	medium
mario chalmers	2014	0.128982124612297	0.39798989517708677	261	B	2009.0	2018.0	G	74.0	190.0	May 19, 1986	University of Kansas	88.0	PG	28.0	80.0	2368.0	11.7	0.521	0.374	0.401	1.2	9.0	5.2	21.0	2.7	0.4	18.2	18.9	0.8	2.0	2.8	0.056	-0.6	-0.4	-1.0	0.6	MIA	3.3	8.3	0.403	0.9	3.1	0.294	2.4	5.2	0.467	0.458	2.6	3.3	0.774	0.3	2.3	2.6	3.8	1.5	0.1	2.2	3.1	10.2	2015.0	37.0	5926955.0	71.1	21.4	0.2956	4000000.0	44.721359549995796	6.0	0.0	1.266602962255135	False	49.699999999999996	medium
mario chalmers	2015	0.12928491987179488	0.4238194818430221	208	B	2009.0	2018.0	G	74.0	190.0	May 19, 1986	University of Kansas	84.0	PG	29.0	61.0	1373.0	17.3	0.561	0.336	0.59	1.9	11.5	6.5	26.6	3.3	0.9	16.4	21.9	2.3	1.5	3.8	0.132	1.8	-0.3	1.5	1.2	MEM	3.0	7.3	0.41	0.8	2.4	0.309	2.2	4.8	0.461	0.462	3.6	4.3	0.8320000000000001	0.4	2.2	2.6	3.8	1.4	0.2	1.8	3.0	10.3	2016.0	42.0	1341339.0	47.2	46.6	0.2763	4300000.0	45.537282915571204	7.0	0.0	2.266602962255135	False	0.6000000000000014	medium
mario chalmers	2017	0.06262830303030303	0.41066147013800836	165	B	2009.0	2018.0	G	74.0	190.0	May 19, 1986	University of Kansas	93.0	PG	31.0	66.0	1421.0	10.4	0.503	0.431	0.312	1.0	12.0	6.4	21.5	2.8	0.9	18.8	19.6	-0.6	1.3	0.6	0.021	-2.2	-0.5	-2.7	-0.3	MEM	2.5	6.7	0.379	0.8	2.9	0.277	1.7	3.8	0.456	0.439	1.8	2.1	0.855	0.2	2.2	2.4	3.0	1.2	0.2	1.8	2.7	7.7	2018.0	22.0	1341339.0	47.2	46.6	0.2763	2106407.0	38.09654336127668	9.0	0.0	4.266602962255135	False	0.6000000000000014	medium
mario hezonja	2015	0.21103192939244667	0.4173200429565369	87	W	2016.0	2018.0	F-G	80.0	215.0	February 25, 1995		192.0	SF	20.0	79.0	1413.0	9.4	0.541	0.459	0.129	2.2	11.8	6.9	11.2	1.4	1.0	18.0	16.9	-0.1	1.0	0.9	0.029	-1.9	-0.9	-2.8	-0.3	ORL	2.3	5.3	0.433	0.8	2.4	0.349	1.4	2.9	0.504	0.513	0.6	0.7	0.907	0.4	1.9	2.2	1.4	0.5	0.2	1.2	1.6	6.1	2016.0	35.0	2328508.0	71.2	16.3	0.2464	3741480.0	43.980570342188756	0.0	6.733397037744865	0.0	True	54.900000000000006	tall
mario hezonja	2016	0.1910801111111112	0.44493840168594667	75	W	2016.0	2018.0	F-G	80.0	215.0	February 25, 1995		190.0	SF	21.0	65.0	960.0	7.2	0.45	0.436	0.152	2.2	14.7	8.3	9.6	1.5	1.3	14.1	18.8	-1.4	0.8	-0.7	-0.033	-4.8	-0.9	-5.7	-0.9	ORL	1.8	5.1	0.355	0.7	2.2	0.299	1.1	2.9	0.398	0.42	0.6	0.8	0.8	0.3	1.9	2.2	1.0	0.5	0.2	0.9	1.1	4.9	2017.0	29.0	2328508.0	71.2	16.3	0.2464	3909840.0	44.46719616948685	1.0	5.733397037744865	0.0	True	54.900000000000006	tall
mario hezonja	2017	0.18707336772486766	0.38769898200539377	135	W	2016.0	2018.0	F-G	80.0	215.0	February 25, 1995		213.0	SF	22.0	75.0	1657.0	13.7	0.544	0.433	0.17	2.7	16.1	9.3	10.0	2.4	1.5	11.5	19.9	0.5	1.8	2.3	0.066	-1.0	0.2	-0.8	0.5	ORL	3.6	8.2	0.442	1.2	3.6	0.337	2.4	4.7	0.523	0.515	1.1	1.4	0.8190000000000001	0.5	3.2	3.7	1.4	1.1	0.4	1.1	1.8	9.6	2018.0	25.0	2328508.0	71.2	16.3	0.2464	4078320.0	44.938681365681276	2.0	4.733397037744865	0.0	False	54.900000000000006	tall
markelle fultz	2017	0.10678701479472077	0.3930632666028281	1874	B	2018.0	2018.0	G	76.0	195.0	May 29, 1998	University of Washington	167.0	SG	19.0	14.0	253.0	12.4	0.416	0.009000000000000001	0.189	4.9	13.1	9.2	31.3	2.3	1.3	12.4	23.1	-0.2	0.4	0.2	0.043	-3.8	0.8	-3.0	-0.1	PHI	3.2	7.9	0.405	0.0	0.1	0.0	3.2	7.9	0.409	0.405	0.7	1.5	0.476	0.8	2.3	3.1	3.8	0.9	0.3	1.2	1.6	7.1	2018.0	52.0	6047721.0	67.5	20.9	0.6691	7026240.0	51.48500331599775	0.0	7.733397037744865	0.0	True	46.6	medium
markieff morris	2013	0.3083926956521739	0.33872614767427933	25	B	2012.0	2018.0	F	82.0	245.0	September 2, 1989	University of Kansas	316.0	PF	24.0	81.0	2153.0	18.4	0.564	0.128	0.387	7.3	18.0	12.6	10.9	1.6	1.8	12.9	23.2	4.0	2.4	6.4	0.14300000000000002	0.5	0.4	1.0	1.6	PHO	5.1	10.4	0.486	0.4	1.3	0.315	4.7	9.1	0.512	0.507	3.2	4.0	0.792	1.7	4.3	6.0	1.8	0.8	0.6	1.8	2.9	13.8	2014.0	48.0	4486153.0	78.7	5.2	0.0345	2207040.0	38.54362444581209	2.0	2.733397037744865	0.0	False	73.5	tall
markieff morris	2014	0.12142460133744858	0.4020798073026577	72	B	2012.0	2018.0	F	82.0	245.0	September 2, 1989	University of Kansas	332.0	PF	25.0	82.0	2581.0	15.8	0.523	0.163	0.211	4.6	17.0	10.7	12.4	2.0	1.2	12.4	23.3	1.8	2.7	4.6	0.085	-0.7	0.5	-0.2	1.2	PHO	6.2	13.4	0.465	0.7	2.2	0.318	5.5	11.2	0.494	0.491	2.2	2.8	0.763	1.3	4.8	6.2	2.3	1.2	0.5	2.1	3.0	15.3	2015.0	39.0	4486153.0	78.7	5.2	0.0345	3153860.0	42.14155946103227	3.0	1.733397037744865	0.0	False	73.5	tall
markieff morris	2015	0.060239081699346414	0.4201711395627889	170	B	2012.0	2018.0	F	82.0	245.0	September 2, 1989	University of Kansas	314.0	PF	26.0	64.0	1629.0	12.2	0.489	0.21600000000000005	0.205	4.8	19.3	11.9	12.7	1.7	1.7	14.7	24.2	-1.2	1.7	0.5	0.015	-2.9	0.1	-2.8	-0.3	PHO	4.8	11.2	0.425	0.7	2.4	0.303	4.0	8.8	0.458	0.458	1.7	2.3	0.735	1.1	4.4	5.5	1.9	0.9	0.5	2.1	2.9	12.0	2016.0	23.0	4486153.0	78.7	5.2	0.0345	8000000.0	53.18295896944989	4.0	0.7333970377448651	0.0	False	73.5	tall
markieff morris	2016	0.02312111111111111	0.4689786573691044	90	B	2012.0	2018.0	F	82.0	245.0	September 2, 1989	University of Kansas	311.0	PF	27.0	76.0	2374.0	13.7	0.54	0.22	0.242	5.1	18.2	11.7	7.8	1.7	1.5	11.6	20.5	1.6	2.5	4.1	0.083	-1.3	0.3	-1.0	0.6	WAS	5.3	11.7	0.457	0.9	2.6	0.362	4.4	9.1	0.483	0.4970000000000001	2.4	2.8	0.8370000000000001	1.4	5.1	6.5	1.7	1.1	0.6	1.7	3.3	14.0	2017.0	49.0	6011752.0	55.1	25.4	0.3622	7400000.0	52.15643873719801	5.0	0.0	0.2666029622551349	False	29.700000000000003	tall
markieff morris	2017	0.0722347222222222	0.4097048802156383	54	B	2012.0	2018.0	F	82.0	245.0	September 2, 1989	University of Kansas	353.0	PF	28.0	73.0	1968.0	13.2	0.5660000000000001	0.301	0.18600000000000005	4.3	19.2	11.8	11.0	1.4	1.7	14.6	19.5	1.2	2.1	3.3	0.08	-1.0	0.5	-0.5	0.7	WAS	4.5	9.4	0.48	1.0	2.8	0.3670000000000001	3.5	6.6	0.529	0.536	1.4	1.8	0.82	1.0	4.6	5.6	1.9	0.8	0.5	1.7	3.0	11.5	2018.0	43.0	6011752.0	55.1	25.4	0.3622	8000000.0	53.18295896944989	6.0	0.0	1.266602962255135	False	29.700000000000003	tall
marquese chriss	2016	0.08588891621129324	0.41471852568329637	183	B	2017.0	2018.0	F	82.0	233.0	July 2, 1997	University of Washington	79.0	PF	19.0	82.0	1743.0	12.3	0.529	0.354	0.28600000000000003	5.8	16.1	10.8	5.2	1.8	3.2	13.2	19.7	0.3	1.5	1.8	0.05	-1.6	0.0	-1.6	0.2	PHO	3.5	7.7	0.449	0.9	2.7	0.321	2.6	5.0	0.52	0.506	1.4	2.2	0.624	1.2	3.1	4.2	0.7	0.8	0.9	1.3	3.2	9.2	2017.0	24.0	4486153.0	78.7	5.2	0.0345	2941440.0	41.41331526297172	0.0	7.733397037744865	0.0	True	73.5	tall
marquese chriss	2017	-0.04328088256410257	0.4543145853358666	250	B	2017.0	2018.0	F	82.0	233.0	July 2, 1997	University of Washington	96.0	PF	20.0	72.0	1527.0	11.1	0.509	0.398	0.331	5.2	22.7	13.8	8.1	1.6	3.7	16.4	18.1	-0.8	1.5	0.7	0.023	-3.3	1.3	-2.0	0.0	PHO	2.8	6.6	0.423	0.8	2.6	0.295	2.0	4.0	0.509	0.482	1.3	2.2	0.608	1.1	4.4	5.5	1.2	0.7	1.0	1.5	2.8	7.7	2018.0	21.0	4486153.0	78.7	5.2	0.0345	3073800.0	41.87153685641327	1.0	6.733397037744865	0.0	True	73.5	tall
marquis teague	2013	0.08095833333333334	0.4106647466207241	43	B	2013.0	2018.0	G	74.0	189.0	February 28, 1993	University of Kentucky	419.0	SG	20.0	40.0	443.0	3.8	0.398	0.151	0.294	0.3	10.2	5.3	20.6	1.2	0.9	22.5	18.2	-1.0	0.4	-0.5	-0.059	-7.6	-1.2	-8.8	-0.8	BRK	1.0	3.0	0.319	0.1	0.5	0.278	0.8	2.5	0.327	0.34	0.7	0.9	0.743	0.0	1.0	1.0	1.5	0.3	0.1	1.0	1.2	2.7	2014.0	44.0	20031443.0	58.7	17.1	0.6183	1074720.0	32.197624615528895	1.0	6.733397037744865	0.0	True	41.6	medium
marreese speights	2013	0.06247726972540843	0.3933529443303878	137	B	2009.0	2018.0	C-F	82.0	255.0	August 4, 1987	University of Florida	407.0	C	26.0	79.0	982.0	15.2	0.507	0.07	0.303	11.4	20.6	16.1	5.3	0.5	2.6	11.6	25.4	0.6	1.5	2.1	0.103	-3.9	-1.3	-5.2	-0.8	GSW	2.5	5.6	0.441	0.1	0.4	0.258	2.4	5.2	0.455	0.45	1.4	1.7	0.821	1.3	2.4	3.7	0.4	0.1	0.4	0.8	1.9	6.4	2014.0	51.0	4577530.0	52.1	7.6	0.6444	3500000.0	43.253077270721114	5.0	0.7333970377448651	0.0	False	44.5	tall
marreese speights	2014	0.08481560808413728	0.4059899682927506	219	B	2009.0	2018.0	C-F	82.0	255.0	August 4, 1987	University of Florida	420.0	C	27.0	76.0	1207.0	19.5	0.546	0.028	0.276	10.1	18.7	14.5	9.9	0.8	2.1	10.2	29.1	2.2	1.8	4.0	0.158	-1.3	-1.3	-2.6	-0.2	GSW	4.2	8.5	0.4920000000000001	0.1	0.2	0.278	4.1	8.3	0.498	0.496	2.0	2.3	0.843	1.4	2.8	4.3	0.9	0.3	0.4	1.1	2.5	10.4	2015.0	67.0	4577530.0	52.1	7.6	0.6444	3657500.0	43.73167215978058	6.0	0.0	0.2666029622551349	False	44.5	tall
